ID,Item Type,Max Stack,Item Name
5030306,Normal/StandardItem,1,Yew Radical
5030307,Normal/StandardItem,1,Lominsan Radical
5030308,Normal/StandardItem,1,Gridanian Radical
5030309,Normal/StandardItem,1,Chiran Zabran's Tempest
5030401,Normal/StandardItem,1,Unfinished Thyrus
5030402,Normal/StandardItem,1,Thyrus
5030403,Normal/StandardItem,1,Alkalurops
5030404,Normal/StandardItem,1,Storm Lieutenant's Wand
5030405,Normal/StandardItem,1,Serpent Lieutenant's Wand
5030406,Normal/StandardItem,1,Flame Lieutenant's Wand
5030407,Normal/StandardItem,1,Garuda's Wile
5030408,Normal/StandardItem,1,Storm Sergeant's Radical
5030409,Normal/StandardItem,1,Serpent Sergeant's Radical
5030410,Normal/StandardItem,1,Flame Sergeant's Radical
5030411,Normal/StandardItem,1,Giantsgall Cane
5040001,Normal/StandardItem,1,[en]
6010001,Normal/ToolItem,1,Weathered Saw
6010002,Normal/ToolItem,1,Dated Bronze Saw
6010003,Normal/ToolItem,1,Dated Iron Saw
6010004,Normal/ToolItem,1,Dated Bas-relief Iron Saw
6010005,Normal/ToolItem,1,Dated Chocobotail Saw
6010006,Normal/ToolItem,1,Dated Iron Chocobotail Saw
6010007,Normal/ToolItem,1,Dated Fish Saw
6010008,Normal/ToolItem,1,Dated Crosscut Saw
6010009,Normal/ToolItem,1,Bronze Saw
6010010,Normal/ToolItem,1,Chocobotail Saw
6010011,Normal/ToolItem,1,Bas-relief Iron Saw
6010012,Normal/ToolItem,1,Iron Chocobotail Saw
6010013,Normal/ToolItem,1,Crosscut Saw
6010014,Normal/ToolItem,1,Mythril Saw
6010015,Normal/ToolItem,1,Bas-relief Cobalt Saw
6010016,Normal/ToolItem,1,Saw of the Luminary
6011001,Normal/ToolItem,1,Dated Bronze Claw Hammer
6011002,Normal/ToolItem,1,Dated Iron Claw Hammer
6011003,Normal/ToolItem,1,Dated Steel Claw Hammer
6011004,Normal/ToolItem,1,Bronze Claw Hammer
6011005,Normal/ToolItem,1,Iron Claw Hammer
6011006,Normal/ToolItem,1,Steel Claw Hammer
6011007,Normal/ToolItem,1,Mythril Claw Hammer
6011008,Normal/ToolItem,1,Militia Claw Hammer
6020001,Normal/ToolItem,1,Weathered Cross-pein Hammer
6020002,Normal/ToolItem,1,Dated Bronze Cross-pein Hammer
6020003,Normal/ToolItem,1,Dated Iron Cross-pein Hammer
6020004,Normal/ToolItem,1,Bronze Cross-pein Hammer
6020005,Normal/ToolItem,1,Birdsbeak Hammer
6020006,Normal/ToolItem,1,Dated Birdsbeak Hammer
6020007,Normal/ToolItem,1,Dated Crowsbeak Hammer
6020008,Normal/ToolItem,1,Iron Cross-pein Hammer
6020009,Normal/ToolItem,1,Crowsbeak Hammer
6020010,Normal/ToolItem,1,Dated Wrapped Crowsbeak Hammer
6020011,Normal/ToolItem,1,Heavy Crowsbeak Hammer
6020012,Normal/ToolItem,1,Steel Cross-pein Hammer
6020013,Normal/ToolItem,1,[en]
6020014,Normal/ToolItem,1,Wrapped Hawksbeak Hammer
6020015,Normal/ToolItem,1,Hammer of the Luminary
6020016,Normal/ToolItem,1,[en]
6020017,Normal/ToolItem,1,Dated Fortified Birdsbeak Hammer
6020018,Normal/ToolItem,1,Dated Heavy Crowsbeak Hammer
6021001,Normal/ToolItem,1,Dated Bronze File
6021002,Normal/ToolItem,1,Dated Iron File
6021003,Normal/ToolItem,1,Bronze File
6021004,Normal/ToolItem,1,Iron File
6021005,Normal/ToolItem,1,Steel File
6021006,Normal/ToolItem,1,Dated Polished Iron File
6021007,Normal/ToolItem,1,Mythril File
6021008,Normal/ToolItem,1,Militia File
6030001,Normal/ToolItem,1,Weathered Doming Hammer
6030002,Normal/ToolItem,1,Dated Bronze Doming Hammer
6030003,Normal/ToolItem,1,Dated Iron Doming Hammer
6030004,Normal/ToolItem,1,Dated Bronze Raising Hammer
6030005,Normal/ToolItem,1,Dated Iron Raising Hammer
6030006,Normal/ToolItem,1,Dated Wrapped Iron Raising Hammer
6030007,Normal/ToolItem,1,Dated Tin Bronze Raising Hammer
6030008,Normal/ToolItem,1,Dated Heavy-duty Iron Raising Hammer
6030009,Normal/ToolItem,1,Bronze Doming Hammer
6030010,Normal/ToolItem,1,Bronze Raising Hammer
6030011,Normal/ToolItem,1,Iron Doming Hammer
6030012,Normal/ToolItem,1,Iron Raising Hammer
6030013,Normal/ToolItem,1,Wrapped Iron Raising Hammer
6030014,Normal/ToolItem,1,Steel Doming Hammer
6030015,Normal/ToolItem,1,Cobalt Raising Hammer
6030016,Normal/ToolItem,1,Mallet of the Luminary
6031001,Normal/ToolItem,1,Dated Bronze Pliers
6031002,Normal/ToolItem,1,Dated Iron Pliers
6031003,Normal/ToolItem,1,Dated Steel Pliers
6031004,Normal/ToolItem,1,Bronze Pliers
6031005,Normal/ToolItem,1,Iron Pliers
6031006,Normal/ToolItem,1,Steel Pliers
6031007,Normal/ToolItem,1,Mythril Pliers
6031008,Normal/ToolItem,1,Militia Pliers
6040001,Normal/ToolItem,1,Weathered Chaser Hammer
6040002,Normal/ToolItem,1,Dated Bronze Chaser Hammer
6040003,Normal/ToolItem,1,Dated Iron Chaser Hammer
6040004,Normal/ToolItem,1,Dated Bronze Ornamental Hammer
6040005,Normal/ToolItem,1,Dated Iron Ornamental Hammer
6040006,Normal/ToolItem,1,Dated Tin Bronze Ornamental Hammer
6040007,Normal/ToolItem,1,Dated Fortified Iron Chaser Hammer
6040008,Normal/ToolItem,1,Dated Steel Chaser Hammer
6040009,Normal/ToolItem,1,Bronze Chaser Hammer
6040010,Normal/ToolItem,1,Bronze Ornamental Hammer
6040011,Normal/ToolItem,1,Iron Chaser Hammer
6040012,Normal/ToolItem,1,Iron Ornamental Hammer
6040013,Normal/ToolItem,1,Steel Chaser Hammer
6040014,Normal/ToolItem,1,Mythril Ornamental Hammer
6040015,Normal/ToolItem,1,Electrum Lapidary Hammer
6040016,Normal/ToolItem,1,Gavel of the Luminary
6041001,Normal/ToolItem,1,Dated Mudstone Grinding Wheel
6041002,Normal/ToolItem,1,Dated Ragstone Grinding Wheel
6041003,Normal/ToolItem,1,Dated Siltstone Grinding Wheel
6041004,Normal/ToolItem,1,Ragstone Grinding Wheel
6041005,Normal/ToolItem,1,Mudstone Grinding Wheel
6041006,Normal/ToolItem,1,Siltstone Grinding Wheel
6041007,Normal/ToolItem,1,Garnet Grinding Wheel
6041008,Normal/ToolItem,1,Militia Grinding Wheel
6050001,Normal/ToolItem,1,Dated Bronze Head Knife
6050002,Normal/ToolItem,1,Dated Brass Head Knife
6050003,Normal/ToolItem,1,Weathered Head Knife
6050004,Normal/ToolItem,1,Dated Iron Head Knife
6050005,Normal/ToolItem,1,Dated Iron Round Knife
6050006,Normal/ToolItem,1,Dated Darksilver Head Knife
6050007,Normal/ToolItem,1,Dated Heavy-duty Brass Head Knife
6050008,Normal/ToolItem,1,Dated Steel Round Knife
6050009,Normal/ToolItem,1,Bronze Head Knife
6050010,Normal/ToolItem,1,Brass Head Knife
6050011,Normal/ToolItem,1,Iron Round Knife
6050012,Normal/ToolItem,1,Iron Head Knife
6050013,Normal/ToolItem,1,Steel Round Knife
6050014,Normal/ToolItem,1,Mythril Head Knife
6050015,Normal/ToolItem,1,Electrum Head Knife
6050016,Normal/ToolItem,1,Knife of the Luminary
6051001,Normal/ToolItem,1,Dated Bronze Awl
6051002,Normal/ToolItem,1,Dated Iron Awl
6051003,Normal/ToolItem,1,Dated Steel Awl
6051004,Normal/ToolItem,1,Bronze Awl
6051005,Normal/ToolItem,1,Iron Awl
6051006,Normal/ToolItem,1,Steel Awl
6051007,Normal/ToolItem,1,Mythril Awl
6051008,Normal/ToolItem,1,Militia Awl
6060001,Normal/ToolItem,1,Dated Hedgemole Needle
6060002,Normal/ToolItem,1,Dated Thousand Needle
6060003,Normal/ToolItem,1,Dated Bronze Needle
6060004,Normal/ToolItem,1,Dated Silver Needle
6060005,Normal/ToolItem,1,Dated Iron Needle
6060006,Normal/ToolItem,1,Rusty Needle
6060007,Normal/ToolItem,1,Dated Steel Needle
6060008,Normal/ToolItem,1,Copper Needle
6060009,Normal/ToolItem,1,Bat Fang Needle
6060010,Normal/ToolItem,1,Brass Needle
6060011,Normal/ToolItem,1,Silver Needle
6060012,Normal/ToolItem,1,Mythril Needle
6060013,Normal/ToolItem,1,Thousand Needle
6060014,Normal/ToolItem,1,Electrum Needle
6060015,Normal/ToolItem,1,Needle of the Luminary
6061001,Normal/ToolItem,1,Dated Maple Spinning Wheel
6061002,Normal/ToolItem,1,Dated Walnut Spinning Wheel
6061003,Normal/ToolItem,1,Dated Elm Spinning Wheel
6061004,Normal/ToolItem,1,Dated Oak Spinning Wheel
6061005,Normal/ToolItem,1,Maple Spinning Wheel
6061006,Normal/ToolItem,1,Elm Spinning Wheel
6061007,Normal/ToolItem,1,Walnut Spinning Wheel
6061008,Normal/ToolItem,1,Mahogany Spinning Wheel
6061009,Normal/ToolItem,1,Militia Spinning Wheel
6070001,Normal/ToolItem,1,Weathered Alembic
6070002,Normal/ToolItem,1,Dated Copper Alembic
6070003,Normal/ToolItem,1,Dated Brass Alembic
6070004,Normal/ToolItem,1,Dated Iron Alembic
6070005,Normal/ToolItem,1,Dated Conical Alembic
6070006,Normal/ToolItem,1,Dated Silver Alembic
6070007,Normal/ToolItem,1,Dated Tin Alembic
6070008,Normal/ToolItem,1,Dated Thermal Alembic
6070009,Normal/ToolItem,1,Bronze Alembic
6070010,Normal/ToolItem,1,Brass Alembic
6070011,Normal/ToolItem,1,Iron Alembic
6070012,Normal/ToolItem,1,Conical Alembic
6070013,Normal/ToolItem,1,Silver Alembic
6070014,Normal/ToolItem,1,Mythril Alembic
6070015,Normal/ToolItem,1,Thermal Alembic
6070016,Normal/ToolItem,1,Alembic of the Luminary
6071001,Normal/ToolItem,1,Dated Bronze Mortar
6071002,Normal/ToolItem,1,Dated Iron Mortar
6071003,Normal/ToolItem,1,Dated Steel Mortar
6071004,Normal/ToolItem,1,Bronze Mortar
6071005,Normal/ToolItem,1,Iron Mortar
6071006,Normal/ToolItem,1,Steel Mortar
6071007,Normal/ToolItem,1,Mythril Mortar
6071008,Normal/ToolItem,1,Militia Mortar
6080001,Normal/ToolItem,1,Weathered Skillet
6080002,Normal/ToolItem,1,Dated Bronze Skillet
6080003,Normal/ToolItem,1,Dated Iron Skillet
6080004,Normal/ToolItem,1,Dated Royal Kitchens Skillet
6080005,Normal/ToolItem,1,Dated Iron Frypan
6080006,Normal/ToolItem,1,Dated Bomb Frypan
6080007,Normal/ToolItem,1,Dated White Skillet
6080008,Normal/ToolItem,1,Dated Steel Skillet
6080009,Normal/ToolItem,1,Bronze Skillet
6080010,Normal/ToolItem,1,Iron Skillet
6080011,Normal/ToolItem,1,Iron Frypan
6080012,Normal/ToolItem,1,Bomb Frypan
6080013,Normal/ToolItem,1,White Skillet
6080014,Normal/ToolItem,1,Steel Frypan
6080015,Normal/ToolItem,1,Cobalt Skillet
6080016,Normal/ToolItem,1,Pan of the Luminary
6081001,Normal/ToolItem,1,Dated Bronze Culinary Knife
6081002,Normal/ToolItem,1,Dated Iron Culinary Knife
6081003,Normal/ToolItem,1,Dated Mythril Culinary Knife
6081004,Normal/ToolItem,1,Bronze Culinary Knife
6081005,Normal/ToolItem,1,Iron Culinary Knife
6081006,Normal/ToolItem,1,Steel Culinary Knife
6081007,Normal/ToolItem,1,Mythril Culinary Knife
6081008,Normal/ToolItem,1,Militia Culinary Knife
7010001,Normal/ToolItem,1,Dated Bronze Pickaxe
7010002,Normal/ToolItem,1,Dated Iron Pickaxe
7010003,Normal/ToolItem,1,Dated Polished Iron Pickaxe
7010004,Normal/ToolItem,1,Bronze Pickaxe
7010005,Normal/ToolItem,1,Weathered Pickaxe
7010006,Normal/ToolItem,1,Dated Plumed Bronze Pickaxe
7010007,Normal/ToolItem,1,Plumed Bronze Pickaxe
7010008,Normal/ToolItem,1,Iron Pickaxe
7010009,Normal/ToolItem,1,Dated Iron Dolabra
7010010,Normal/ToolItem,1,Iron Dolabra
7010011,Normal/ToolItem,1,Steel Dolabra
7010012,Normal/ToolItem,1,Plumed Mythril Pickaxe
7010013,Normal/ToolItem,1,Cobalt Dolabra
7010014,Normal/ToolItem,1,[en]
7010015,Normal/ToolItem,1,Dated Oiled Bronze Pickaxe
7010016,Normal/ToolItem,1,Dated Dodotail Pickaxe
7010017,Normal/ToolItem,1,Pick of the Luminary
7010101,Normal/ToolItem,1,Dated Bronze Sledgehammer
7010102,Normal/ToolItem,1,Dated Iron Sledgehammer
7010103,Normal/ToolItem,1,Bronze Sledgehammer
7010104,Normal/ToolItem,1,Iron Sledgehammer
7010105,Normal/ToolItem,1,Steel Sledgehammer
7010106,Normal/ToolItem,1,Dated Mythril Sledgehammer
7010107,Normal/ToolItem,1,Mythril Sledgehammer
7010108,Normal/ToolItem,1,Weathered Sledgehammer
7010109,Normal/ToolItem,1,Militia Sledgehammer
7020001,Normal/ToolItem,1,Dated Bronze Hatchet
7020002,Normal/ToolItem,1,Weathered Hatchet
7020003,Normal/ToolItem,1,Dated Brass Hatchet
7020004,Normal/ToolItem,1,Dated Iron Hatchet
7020005,Normal/ToolItem,1,Dated Plumed Bronze Hatchet
7020006,Normal/ToolItem,1,Dated Plumed Iron Hatchet
7020007,Normal/ToolItem,1,Dated Oiled Bronze Hatchet
7020008,Normal/ToolItem,1,Dated Steel Hatchet
7020009,Normal/ToolItem,1,Bronze Hatchet
7020010,Normal/ToolItem,1,Iron Hatchet
7020011,Normal/ToolItem,1,Brass Hatchet
7020012,Normal/ToolItem,1,Plumed Iron Hatchet
7020013,Normal/ToolItem,1,Steel Hatchet
7020014,Normal/ToolItem,1,Mythril Hatchet
7020015,Normal/ToolItem,1,Horned Hatchet
7020016,Normal/ToolItem,1,Axe of the Luminary
7020101,Normal/ToolItem,1,Dated Bronze Scythe
7020102,Normal/ToolItem,1,Dated Iron Scythe
7020103,Normal/ToolItem,1,Dated Steel Scythe
7020104,Normal/ToolItem,1,Bronze Scythe
7020105,Normal/ToolItem,1,Iron Scythe
7020106,Normal/ToolItem,1,Steel Scythe
7020107,Normal/ToolItem,1,Mythril Scythe
7020108,Normal/ToolItem,1,Weathered Scythe
7020109,Normal/ToolItem,1,Militia Scythe
7030001,Normal/ToolItem,1,Dated Ash Fishing Rod
7030002,Normal/ToolItem,1,Weathered Fishing Rod
7030003,Normal/ToolItem,1,Dated Willow Fishing Rod
7030004,Normal/ToolItem,1,Dated Bamboo Fishing Rod
7030005,Normal/ToolItem,1,Dated Rattan Fishing Rod
7030006,Normal/ToolItem,1,Dated Yew Fishing Rod
7030007,Normal/ToolItem,1,Dated Pine Fishing Rod
7030008,Normal/ToolItem,1,Dated Horn Fishing Rod
7030009,Normal/ToolItem,1,Maple Fishing Rod
7030010,Normal/ToolItem,1,Elm Fishing Rod
7030011,Normal/ToolItem,1,Yew Fishing Rod
7030012,Normal/ToolItem,1,Walnut Fishing Rod
7030013,Normal/ToolItem,1,Horn Fishing Rod
7030014,Normal/ToolItem,1,Rosewood Fishing Rod
7030015,Normal/ToolItem,1,Gilded Rosewood Fishing Rod
7030016,Normal/ToolItem,1,Rod of the Luminary
7030101,Normal/ToolItem,1,Dated Bronze Gig
7030102,Normal/ToolItem,1,Dated Iron Gig
7030103,Normal/ToolItem,1,Dated Steel Gig
7030104,Normal/ToolItem,1,Bronze Gig
7030105,Normal/ToolItem,1,Iron Gig
7030106,Normal/ToolItem,1,Steel Gig
7030107,Normal/ToolItem,1,Mythril Gig
7030108,Normal/ToolItem,1,Weathered Gig
7030109,Normal/ToolItem,1,Militia Gig
8010001,Normal/StandardItem,1,Dated Bronze Celata
8010002,Normal/StandardItem,1,Dated Iron Celata
8010003,Normal/StandardItem,1,Dated Iron Celata (Green)
8010004,Normal/StandardItem,1,Dated Iron Celata (Brown)
8010005,Normal/StandardItem,1,Steel Celata
8010006,Normal/StandardItem,1,Steel Celata (Blue)
8010007,Normal/StandardItem,1,Cobalt Celata (Blue)
8010008,Normal/StandardItem,1,Sentinel's Celata
8010009,Normal/StandardItem,1,Cobalt Celata
8010010,Normal/StandardItem,1,Cobalt Celata (Red)
8010011,Normal/StandardItem,1,[en]
8010012,Normal/StandardItem,1,Darksteel Celata
8010013,Normal/StandardItem,1,Darksteel Celata (White)
8010014,Normal/StandardItem,1,Darksteel Celata (Gold)
8010015,Normal/StandardItem,1,[en]
8010016,Normal/StandardItem,1,Dented Celata
8010017,Normal/StandardItem,1,Vintage Celata
8010101,Normal/StandardItem,1,Dated Hempen Hat
8010102,Normal/StandardItem,1,Dated Hempen Hat (Brown)
8010103,Normal/StandardItem,1,Dated Hempen Hat (Grey)
8010104,Normal/StandardItem,1,Dated Hempen Hat (Beige)
8010105,Normal/StandardItem,1,Dated Canvas Hat
8010106,Normal/StandardItem,1,Dated Canvas Hat (Auburn)
8010107,Normal/StandardItem,1,Dated Canvas Hat (Pink)
8010108,Normal/StandardItem,1,Dated Canvas Hat (Brown)
8010109,Normal/StandardItem,1,Dated Canvas Hat (Blue)
8010110,Normal/StandardItem,1,Dated Velveteen Hat
8010111,Normal/StandardItem,1,Dated Velveteen Hat (Black)
8010112,Normal/StandardItem,1,Dated Velveteen Hat (Red)
8010113,Normal/StandardItem,1,Dated Velveteen Hat (Yellow)
8010114,Normal/StandardItem,1,Dated Velveteen Hat (Green)
8010115,Normal/StandardItem,1,Woolen Hat
8010116,Normal/StandardItem,1,Woolen Hat (Purple)
8010117,Normal/StandardItem,1,Woolen Hat of Intelligence (Purple)
8010118,Normal/StandardItem,1,Woolen Hat (Grey)
8010119,Normal/StandardItem,1,Woolen Hat of the Mind (Grey)
8010120,Normal/StandardItem,1,Felt Hat
8010121,Normal/StandardItem,1,Felt Hat of the Mind (Green)
8010122,Normal/StandardItem,1,Felt Hat (Green)
8010123,Normal/StandardItem,1,Felt Hat of Intelligence (Red)
8010124,Normal/StandardItem,1,Felt Hat (Red)
8010125,Normal/StandardItem,1,Linen Hat
8010126,Normal/StandardItem,1,Linen Hat of the Mind (Red)
8010127,Normal/StandardItem,1,Linen Hat of Intelligence (Blue)
8010128,Normal/StandardItem,1,Linen Hat (Red)
8010129,Normal/StandardItem,1,Sorcerer's Hat
8010130,Normal/StandardItem,1,Divining Hat
8010131,Normal/StandardItem,1,Linen Hat (Blue)
8010132,Normal/StandardItem,1,Linen Hat of the Mind
8010133,Normal/StandardItem,1,Linen Hat of the Mind (Blue)
8010134,Normal/StandardItem,1,Linen Hat of Intelligence
8010135,Normal/StandardItem,1,Linen Hat of Intelligence (Red)
8010136,Normal/StandardItem,1,Woolen Hat of Intelligence
8010137,Normal/StandardItem,1,Woolen Hat of Intelligence (Grey)
8010138,Normal/StandardItem,1,Woolen Hat of the Mind
8010139,Normal/StandardItem,1,Woolen Hat of the Mind (Purple)
8010140,Normal/StandardItem,1,Felt Hat (Blue)
8010141,Normal/StandardItem,1,Felt Hat (Brown)
8010142,Normal/StandardItem,1,Felt Hat of the Mind
8010143,Normal/StandardItem,1,Felt Hat of the Mind (Red)
8010144,Normal/StandardItem,1,Felt Hat of the Mind (Blue)
8010145,Normal/StandardItem,1,Felt Hat of the Mind (Brown)
8010146,Normal/StandardItem,1,Felt Hat of Intelligence
8010147,Normal/StandardItem,1,Felt Hat of Intelligence (Green)
8010148,Normal/StandardItem,1,Felt Hat of Intelligence (Blue)
8010149,Normal/StandardItem,1,Felt Hat of Intelligence (Brown)
8010201,Normal/StandardItem,1,Dated Bronze Goggles
8010202,Normal/StandardItem,1,Dated Bronze Goggles (Yellow)
8010203,Normal/StandardItem,1,Dated Bronze Goggles (Black)
8010204,Normal/StandardItem,1,[en]
8010205,Normal/StandardItem,1,[en]
8010206,Normal/StandardItem,1,[en]
8010207,Normal/StandardItem,1,[en]
8010208,Normal/StandardItem,1,[en]
8010209,Normal/StandardItem,1,[en]
8010210,Normal/StandardItem,1,Steel Goggles
8010211,Normal/StandardItem,1,Steel Goggles (Yellow)
8010212,Normal/StandardItem,1,Steel Goggles (Black)
8010213,Normal/StandardItem,1,[en]
8010214,Normal/StandardItem,1,[en]
8010215,Normal/StandardItem,1,[en]
8010216,Normal/StandardItem,1,[en]
8010217,Normal/StandardItem,1,Dated Brass Preserves (Red)
8010218,Normal/StandardItem,1,Dated Brass Preserves (Green)
8010219,Normal/StandardItem,1,Dated Iron Preserves (Red)
8010220,Normal/StandardItem,1,Dated Iron Preserves (Green)
8010221,Normal/StandardItem,1,Cobalt Preserves (Red)
8010222,Normal/StandardItem,1,Cobalt Preserves (Green)
8010223,Normal/StandardItem,1,Darksteel Eyeguards (Red)
8010224,Normal/StandardItem,1,Darksteel Eyeguards (Green)
8010225,Normal/SpecialEquipItem,1,Garlond Goggles
8010301,Normal/StandardItem,1,Coeurl's Eye
8010302,Normal/StandardItem,1,[en]
8010303,Normal/StandardItem,1,[en]
8010304,Normal/StandardItem,1,Leather Eyepatch
8010305,Normal/StandardItem,1,[en]
8010306,Normal/StandardItem,1,[en]
8010307,Normal/StandardItem,1,[en]
8010308,Normal/StandardItem,1,[en]
8010309,Normal/StandardItem,1,[en]
8010310,Normal/StandardItem,1,[en]
8010311,Normal/StandardItem,1,[en]
8010312,Normal/StandardItem,1,[en]
8010313,Normal/StandardItem,1,Skull Eyepatch (Black)
8010314,Normal/StandardItem,1,[en]
8010315,Normal/StandardItem,1,[en]
8010316,Normal/StandardItem,1,[en]
8010317,Normal/StandardItem,1,[en]
8010318,Normal/StandardItem,1,[en]
8010319,Normal/StandardItem,1,[en]
8010320,Normal/StandardItem,1,[en]
8010321,Normal/StandardItem,1,[en]
8010322,Normal/StandardItem,1,[en]
8010323,Normal/StandardItem,1,[en]
8010324,Normal/StandardItem,1,[en]
8010325,Normal/StandardItem,1,[en]
8010326,Normal/StandardItem,1,[en]
8010327,Normal/StandardItem,1,[en]
8010328,Normal/StandardItem,1,[en]
8010329,Normal/StandardItem,1,[en]
8010330,Normal/StandardItem,1,[en]
8010401,Normal/StandardItem,1,Dated Copper Circlet (Sunstone)
8010402,Normal/StandardItem,1,Dated Copper Circlet (Lapis Lazuli)
8010403,Normal/StandardItem,1,Dated Copper Circlet (Sphene)
8010404,Normal/StandardItem,1,Dated Copper Circlet (Malachite)
8010405,Normal/StandardItem,1,Dated Copper Circlet (Fluorite)
8010406,Normal/StandardItem,1,Dated Copper Circlet (Danburite)
8010407,Normal/StandardItem,1,Dated Brass Circlet (Sunstone)
8010408,Normal/StandardItem,1,Dated Brass Circlet (Lapis Lazuli)
8010409,Normal/StandardItem,1,Dated Brass Circlet (Sphene)
8010410,Normal/StandardItem,1,Dated Brass Circlet (Malachite)
8010411,Normal/StandardItem,1,Dated Brass Circlet (Fluorite)
8010412,Normal/StandardItem,1,Dated Brass Circlet (Danburite)
8010413,Normal/StandardItem,1,Dated Silver Circlet (Garnet)
8010414,Normal/StandardItem,1,Dated Silver Circlet (Aquamarine)
8010415,Normal/StandardItem,1,Dated Silver Circlet (Heliodor)
8010416,Normal/StandardItem,1,Dated Silver Circlet (Peridot)
8010417,Normal/StandardItem,1,Dated Silver Circlet (Amethyst)
8010418,Normal/StandardItem,1,Dated Silver Circlet (Goshenite)
8010419,Normal/StandardItem,1,Brass Circlet (Sunstone)
8010420,Normal/StandardItem,1,Brass Circlet (Lapis Lazuli)
8010421,Normal/StandardItem,1,Brass Circlet (Sphene)
8010422,Normal/StandardItem,1,Brass Circlet (Malachite)
8010423,Normal/StandardItem,1,Brass Circlet (Fluorite)
8010424,Normal/StandardItem,1,Brass Circlet (Danburite)
8010425,Normal/StandardItem,1,Dated Darksilver Circlet (Garnet)
8010426,Normal/StandardItem,1,Dated Darksilver Circlet (Aquamarine)
8010427,Normal/StandardItem,1,Dated Darksilver Circlet (Heliodor)
8010428,Normal/StandardItem,1,Dated Darksilver Circlet (Peridot)
8010429,Normal/StandardItem,1,Dated Darksilver Circlet (Amethyst)
8010430,Normal/StandardItem,1,Dated Darksilver Circlet (Goshenite)
8010431,Normal/StandardItem,1,Dated Electrum Circlet (Rubellite)
8010432,Normal/StandardItem,1,Dated Electrum Circlet (Turquoise)
8010433,Normal/StandardItem,1,Dated Electrum Circlet (Amber)
8010434,Normal/StandardItem,1,Dated Electrum Circlet (Tourmaline)
8010435,Normal/StandardItem,1,Dated Electrum Circlet (Spinel)
8010436,Normal/StandardItem,1,Dated Electrum Circlet (Zircon)
8010437,Normal/StandardItem,1,Silver Circlet (Garnet)
8010438,Normal/StandardItem,1,Silver Circlet (Aquamarine)
8010439,Normal/StandardItem,1,Silver Circlet (Heliodor)
8010440,Normal/StandardItem,1,Silver Circlet (Peridot)
8010441,Normal/StandardItem,1,Silver Circlet (Amethyst)
8010442,Normal/StandardItem,1,Silver Circlet (Goshenite)
8010443,Normal/StandardItem,1,Mythril Circlet (Rubellite)
8010444,Normal/StandardItem,1,Mythril Circlet (Turquoise)
8010445,Normal/StandardItem,1,Mythril Circlet (Amber)
8010446,Normal/StandardItem,1,Mythril Circlet (Tourmaline)
8010447,Normal/StandardItem,1,Mythril Circlet (Spinel)
8010448,Normal/StandardItem,1,Mythril Circlet (Zircon)
8010449,Normal/StandardItem,1,Electrum Circlet (Rubellite)
8010450,Normal/StandardItem,1,Electrum Circlet (Turquoise)
8010451,Normal/StandardItem,1,Electrum Circlet (Amber)
8010452,Normal/StandardItem,1,Electrum Circlet (Tourmaline)
8010453,Normal/StandardItem,1,Electrum Circlet (Spinel)
8010454,Normal/StandardItem,1,Electrum Circlet (Zircon)
8010455,Normal/StandardItem,1,[en]
8010456,Normal/StandardItem,1,[en]
8010457,Normal/StandardItem,1,[en]
8010458,Normal/StandardItem,1,[en]
8010459,Normal/StandardItem,1,[en]
8010460,Normal/StandardItem,1,[en]
8010461,Normal/StandardItem,1,[en]
8010462,Normal/StandardItem,1,[en]
8010463,Normal/StandardItem,1,[en]
8010464,Normal/StandardItem,1,[en]
8010465,Normal/StandardItem,1,[en]
8010466,Normal/StandardItem,1,[en]
8010467,Normal/StandardItem,1,[en]
8010468,Normal/StandardItem,1,[en]
8010469,Normal/StandardItem,1,[en]
8010470,Normal/StandardItem,1,[en]
8010471,Normal/StandardItem,1,[en]
8010472,Normal/StandardItem,1,[en]
8010473,Normal/StandardItem,1,Leather Vizard
8010474,Normal/StandardItem,1,Nighthawk Visor
8010475,Normal/StandardItem,1,Leather Vizard (Green)
8010476,Normal/StandardItem,1,Leather Vizard (Green)
8010477,Normal/StandardItem,1,Leather Vizard (Green)
8010478,Normal/StandardItem,1,[en]
8010479,Normal/StandardItem,1,[en]
8010480,Normal/StandardItem,1,[en]
8010481,Normal/StandardItem,1,[en]
8010482,Normal/StandardItem,1,[en]
8010501,Normal/StandardItem,1,Dated Hempen Coif
8010502,Normal/StandardItem,1,Dated Hempen Coif (Brown)
8010503,Normal/StandardItem,1,Dated Hempen Coif (Grey)
8010504,Normal/StandardItem,1,Dated Hempen Coif (Beige)
8010505,Normal/StandardItem,1,Dated Cotton Coif
8010506,Normal/StandardItem,1,Dated Cotton Coif (Red)
8010507,Normal/StandardItem,1,Dated Cotton Coif (Yellow)
8010508,Normal/StandardItem,1,Dated Cotton Coif (Green)
8010509,Normal/StandardItem,1,Dated Cotton Coif (Blue)
8010510,Normal/StandardItem,1,Dated Canvas Coif
8010511,Normal/StandardItem,1,Dated Canvas Coif (Auburn)
8010512,Normal/StandardItem,1,Dated Canvas Coif (Pink)
8010513,Normal/StandardItem,1,Dated Canvas Coif (Brown)
8010514,Normal/StandardItem,1,Dated Canvas Coif (Blue)
8010515,Normal/StandardItem,1,Dated Velveteen Coif
8010516,Normal/StandardItem,1,Dated Velveteen Coif (Black)
